Source,Target,Weight,Type
sumarokov-horev_male,kheraskov-plamena_fem,2,undirected
sumarokov-horev_male,lomonosov-tamira-i-selim_male,3,undirected
sumarokov-horev_male,majkov-femist-i-ieronima_fem,2,undirected
sumarokov-horev_male,sumarokov-dimitrij-samozvanets_male,2,undirected
sumarokov-horev_male,sumarokov-gamlet_male,4,undirected
sumarokov-horev_male,sumarokov-horev_fem,3,undirected
sumarokov-horev_male,sumarokov-sinav-i-truvor_male,3,undirected
sumarokov-opekun_fem,sumarokov-opekun_male,4,undirected
sumarokov-opekun_fem,sumarokov-pridanoe-obmanom_male,3,undirected
sumarokov-opekun_fem,sumarokov-rogonosets-po-voobrazheniju_fem,1,undirected
sumarokov-opekun_male,sumarokov-opekun_fem,4,undirected
sumarokov-opekun_male,sumarokov-pridanoe-obmanom_male,5,undirected
sumarokov-opekun_male,sumarokov-rogonosets-po-voobrazheniju_fem,2,undirected
sumarokov-opekun_male,sumarokov-rogonosets-po-voobrazheniju_male,5,undirected
sumarokov-opekun_male,sumarokov-vzdorschitsa_fem,1,undirected
sumarokov-opekun_male,sumarokov-vzdorschitsa_male,3,undirected
sumarokov-pridanoe-obmanom_fem,gumilyov-ditja-allaha_fem,2,undirected
sumarokov-pridanoe-obmanom_fem,sumarokov-chudovischi_fem,3,undirected
sumarokov-pridanoe-obmanom_fem,sumarokov-tresotinius_fem,1,undirected
sumarokov-pridanoe-obmanom_male,sumarokov-opekun_fem,3,undirected
sumarokov-pridanoe-obmanom_male,sumarokov-opekun_male,5,undirected
sumarokov-pridanoe-obmanom_male,sumarokov-rogonosets-po-voobrazheniju_male,3,undirected
sumarokov-pustaja-ssora_fem,sumarokov-pustaja-ssora_male,2,undirected
sumarokov-pustaja-ssora_fem,sumarokov-rogonosets-po-voobrazheniju_fem,1,undirected
sumarokov-pustaja-ssora_fem,sumarokov-ssora-u-muzha-s-zhenoj_fem,6,undirected
sumarokov-pustaja-ssora_male,sumarokov-chudovischi_male,2,undirected
sumarokov-pustaja-ssora_male,sumarokov-pustaja-ssora_fem,2,undirected
sumarokov-pustaja-ssora_male,sumarokov-ssora-u-muzha-s-zhenoj_fem,2,undirected
sumarokov-pustaja-ssora_male,sumarokov-ssora-u-muzha-s-zhenoj_male,6,undirected
sumarokov-rogonosets-po-voobrazheniju_fem,sumarokov-chudovischi_male,1,undirected
sumarokov-rogonosets-po-voobrazheniju_fem,sumarokov-opekun_fem,1,undirected
sumarokov-rogonosets-po-voobrazheniju_fem,sumarokov-opekun_male,2,undirected
sumarokov-rogonosets-po-voobrazheniju_fem,sumarokov-pustaja-ssora_fem,1,undirected
sumarokov-rogonosets-po-voobrazheniju_fem,sumarokov-rogonosets-po-voobrazheniju_male,6,undirected
sumarokov-rogonosets-po-voobrazheniju_fem,sumarokov-vzdorschitsa_fem,2,undirected
sumarokov-rogonosets-po-voobrazheniju_male,sumarokov-opekun_male,5,undirected
sumarokov-rogonosets-po-voobrazheniju_male,sumarokov-pridanoe-obmanom_male,3,undirected
sumarokov-rogonosets-po-voobrazheniju_male,sumarokov-rogonosets-po-voobrazheniju_fem,6,undirected
sumarokov-rogonosets-po-voobrazheniju_male,sumarokov-vzdorschitsa_male,2,undirected
sumarokov-semira_fem,kheraskov-plamena_fem,1,undirected
sumarokov-semira_fem,kheraskov-plamena_male,1,undirected
sumarokov-semira_fem,sumarokov-artistona_fem,2,undirected
sumarokov-semira_fem,sumarokov-artistona_male,1,undirected
sumarokov-semira_fem,sumarokov-dimitrij-samozvanets_fem,3,undirected
sumarokov-semira_fem,sumarokov-semira_male,6,undirected
sumarokov-semira_fem,sumarokov-sinav-i-truvor_fem,5,undirected
sumarokov-semira_fem,sumarokov-sinav-i-truvor_male,1,undirected
sumarokov-semira_male,blok-korol-na-ploschadi_fem,2,undirected
sumarokov-semira_male,kheraskov-venecianskaya-monahinya_male,4,undirected
sumarokov-semira_male,knyazhnin-rosslav_fem,3,undirected
sumarokov-semira_male,majkov-agriopa_male,2,undirected
sumarokov-semira_male,sumarokov-artistona_male,3,undirected
sumarokov-semira_male,sumarokov-dimitrij-samozvanets_male,1,undirected
sumarokov-semira_male,sumarokov-gamlet_fem,2,undirected
sumarokov-semira_male,sumarokov-horev_fem,1,undirected
sumarokov-semira_male,sumarokov-semira_fem,6,undirected
sumarokov-semira_male,sumarokov-sinav-i-truvor_male,5,undirected
sumarokov-sinav-i-truvor_fem,fonvizin-korion_fem,1,undirected
sumarokov-sinav-i-truvor_fem,lomonosov-demofont_fem,1,undirected
sumarokov-sinav-i-truvor_fem,sumarokov-artistona_fem,1,undirected
sumarokov-sinav-i-truvor_fem,sumarokov-gamlet_fem,2,undirected
sumarokov-sinav-i-truvor_fem,sumarokov-semira_fem,5,undirected
sumarokov-sinav-i-truvor_male,kheraskov-plamena_male,2,undirected
sumarokov-sinav-i-truvor_male,kheraskov-venecianskaya-monahinya_male,2,undirected
sumarokov-sinav-i-truvor_male,knyazhnin-didona_male,3,undirected
sumarokov-sinav-i-truvor_male,krylov-filomela_fem,2,undirected
sumarokov-sinav-i-truvor_male,krylov-filomela_male,1,undirected
sumarokov-sinav-i-truvor_male,majkov-femist-i-ieronima_fem,1,undirected
sumarokov-sinav-i-truvor_male,sumarokov-artistona_male,2,undirected
sumarokov-sinav-i-truvor_male,sumarokov-dimitrij-samozvanets_fem,2,undirected
sumarokov-sinav-i-truvor_male,sumarokov-gamlet_male,4,undirected
sumarokov-sinav-i-truvor_male,sumarokov-horev_fem,3,undirected
sumarokov-sinav-i-truvor_male,sumarokov-horev_male,3,undirected
sumarokov-sinav-i-truvor_male,sumarokov-semira_fem,1,undirected
sumarokov-sinav-i-truvor_male,sumarokov-semira_male,5,undirected
sumarokov-ssora-u-muzha-s-zhenoj_fem,sumarokov-pustaja-ssora_fem,6,undirected
sumarokov-ssora-u-muzha-s-zhenoj_fem,sumarokov-pustaja-ssora_male,2,undirected
sumarokov-ssora-u-muzha-s-zhenoj_fem,sumarokov-ssora-u-muzha-s-zhenoj_male,3,undirected
sumarokov-ssora-u-muzha-s-zhenoj_male,sumarokov-chudovischi_male,2,undirected
sumarokov-ssora-u-muzha-s-zhenoj_male,sumarokov-pustaja-ssora_male,6,undirected
sumarokov-ssora-u-muzha-s-zhenoj_male,sumarokov-ssora-u-muzha-s-zhenoj_fem,3,undirected
sumarokov-tresotinius_fem,chekhov-medved_fem,3,undirected
sumarokov-tresotinius_fem,ekaterina-vtoraja-iz-zhizni-rjurika_fem,1,undirected
sumarokov-tresotinius_fem,knyazhnin-neudachnyj-primiritel_male,2,undirected
sumarokov-tresotinius_fem,sumarokov-pridanoe-obmanom_fem,1,undirected
sumarokov-tresotinius_male,fonvizin-brigadir_male,1,undirected
sumarokov-tresotinius_male,kropotov-fomushka_male,3,undirected
sumarokov-tresotinius_male,sumarokov-chudovischi_fem,2,undirected
sumarokov-tresotinius_male,sumarokov-chudovischi_male,2,undirected
sumarokov-vzdorschitsa_fem,pushkin-stseny-iz-rytsarskih-vremen_fem,1,undirected
sumarokov-vzdorschitsa_fem,sumarokov-opekun_male,1,undirected
sumarokov-vzdorschitsa_fem,sumarokov-rogonosets-po-voobrazheniju_fem,2,undirected
sumarokov-vzdorschitsa_fem,sumarokov-vzdorschitsa_male,3,undirected
sumarokov-vzdorschitsa_male,sumarokov-chudovischi_male,1,undirected
sumarokov-vzdorschitsa_male,sumarokov-opekun_male,3,undirected
sumarokov-vzdorschitsa_male,sumarokov-rogonosets-po-voobrazheniju_male,2,undirected
sumarokov-vzdorschitsa_male,sumarokov-vzdorschitsa_fem,3,undirected
tolstoy-smert-ioanna-groznogo_fem,lermontov-strannyj-chelovek_fem,1,undirected
tolstoy-smert-ioanna-groznogo_fem,pushkin-rusalka_fem,3,undirected
tolstoy-smert-ioanna-groznogo_fem,tolstoy-tsar-fedor-ioannovich_male,2,undirected
tolstoy-smert-ioanna-groznogo_male,krylov-podschipa-ili-trumf_fem,2,undirected
tolstoy-smert-ioanna-groznogo_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,1,undirected
tolstoy-smert-ioanna-groznogo_male,pushkin-boris-godunov_male,3,undirected
tolstoy-smert-ioanna-groznogo_male,pushkin-rusalka_fem,1,undirected
tolstoy-smert-ioanna-groznogo_male,pushkin-stseny-iz-rytsarskih-vremen_male,2,undirected
tolstoy-smert-ioanna-groznogo_male,tolstoy-tsar-boris_fem,2,undirected
tolstoy-smert-ioanna-groznogo_male,tolstoy-tsar-boris_male,6,undirected
tolstoy-smert-ioanna-groznogo_male,tolstoy-tsar-fedor-ioannovich_male,5,undirected
tolstoy-tsar-boris_fem,kedrin-rembrandt_fem,1,undirected
tolstoy-tsar-boris_fem,tolstoy-smert-ioanna-groznogo_male,2,undirected
tolstoy-tsar-boris_fem,tolstoy-tsar-boris_male,1,undirected
tolstoy-tsar-boris_fem,tolstoy-tsar-fedor-ioannovich_fem,2,undirected
tolstoy-tsar-boris_fem,tolstoy-tsar-fedor-ioannovich_male,3,undirected
tolstoy-tsar-boris_male,blok-korol-na-ploschadi_male,1,undirected
tolstoy-tsar-boris_male,krylov-amerikantsy_male,2,undirected
tolstoy-tsar-boris_male,krylov-podschipa-ili-trumf_fem,3,undirected
tolstoy-tsar-boris_male,pushkin-boris-godunov_male,4,undirected
tolstoy-tsar-boris_male,pushkin-rusalka_fem,2,undirected
tolstoy-tsar-boris_male,pushkin-rusalka_male,3,undirected
tolstoy-tsar-boris_male,tolstoy-smert-ioanna-groznogo_male,6,undirected
tolstoy-tsar-boris_male,tolstoy-tsar-boris_fem,1,undirected
tolstoy-tsar-boris_male,tolstoy-tsar-fedor-ioannovich_male,4,undirected
tolstoy-tsar-fedor-ioannovich_fem,pushkin-stseny-iz-rytsarskih-vremen_male,1,undirected
tolstoy-tsar-fedor-ioannovich_fem,tolstoy-tsar-boris_fem,2,undirected
tolstoy-tsar-fedor-ioannovich_fem,tolstoy-tsar-fedor-ioannovich_male,3,undirected
tolstoy-tsar-fedor-ioannovich_male,pushkin-boris-godunov_male,1,undirected
tolstoy-tsar-fedor-ioannovich_male,pushkin-rusalka_male,2,undirected
tolstoy-tsar-fedor-ioannovich_male,pushkin-stseny-iz-rytsarskih-vremen_male,1,undirected
tolstoy-tsar-fedor-ioannovich_male,tolstoy-smert-ioanna-groznogo_fem,2,undirected
tolstoy-tsar-fedor-ioannovich_male,tolstoy-smert-ioanna-groznogo_male,5,undirected
tolstoy-tsar-fedor-ioannovich_male,tolstoy-tsar-boris_fem,3,undirected
tolstoy-tsar-fedor-ioannovich_male,tolstoy-tsar-boris_male,4,undirected
tolstoy-tsar-fedor-ioannovich_male,tolstoy-tsar-fedor-ioannovich_fem,3,undirected
tolstoy-vlast-tmy_fem,ostrovsky-bednost-ne-porok_fem,2,undirected
tolstoy-vlast-tmy_fem,ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,1,undirected
tolstoy-vlast-tmy_fem,tolstoy-vlast-tmy_male,6,undirected
tolstoy-vlast-tmy_male,merezhkovsky-pavel-pervyj_male,2,undirected
tolstoy-vlast-tmy_male,ostrovsky-svoi-ljudi_fem,1,undirected
tolstoy-vlast-tmy_male,sukhovo-kobylin-smert-tarelkina_fem,2,undirected
tolstoy-vlast-tmy_male,tolstoy-vlast-tmy_fem,6,undirected
tolstoy-zhivoy-trup_fem,chekhov-djadja-vanja_fem,1,undirected
tolstoy-zhivoy-trup_fem,lermontov-strannyj-chelovek_fem,2,undirected
tolstoy-zhivoy-trup_fem,tolstoy-zhivoy-trup_male,3,undirected
tolstoy-zhivoy-trup_male,andreyev-mysl_male,1,undirected
tolstoy-zhivoy-trup_male,artsybashev-revnost_male,1,undirected
tolstoy-zhivoy-trup_male,ostrovsky-bednaja-nevesta_male,2,undirected
tolstoy-zhivoy-trup_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,3,undirected
tolstoy-zhivoy-trup_male,tolstoy-zhivoy-trup_fem,3,undirected
tretyakov-protivogazy_fem,bulgakov-ivan-vasilevich_male,2,undirected
tretyakov-protivogazy_fem,mayakovsky-banja_fem,1,undirected
tretyakov-protivogazy_fem,tretyakov-protivogazy_male,3,undirected
tretyakov-protivogazy_male,bulgakov-adam-i-eva_male,1,undirected
tretyakov-protivogazy_male,bulgakov-dni-turbinyh_male,2,undirected
tretyakov-protivogazy_male,merezhkovsky-pavel-pervyj_male,3,undirected
tretyakov-protivogazy_male,tretyakov-protivogazy_fem,3,undirected
turgenev-gde-tonko-tam-i-rvetsja_fem,chekhov-noch-pered-sudom_fem,3,undirected
turgenev-gde-tonko-tam-i-rvetsja_fem,ostrovsky-neozhidannyj-sluchaj_fem,3,undirected
turgenev-gde-tonko-tam-i-rvetsja_fem,turgenev-mesjats-v-derevne_fem,4,undirected
turgenev-gde-tonko-tam-i-rvetsja_fem,turgenev-mesjats-v-derevne_male,1,undirected
turgenev-gde-tonko-tam-i-rvetsja_fem,turgenev-nahlebnik_fem,3,undirected
turgenev-gde-tonko-tam-i-rvetsja_fem,turgenev-provintsialka_fem,2,undirected
turgenev-gde-tonko-tam-i-rvetsja_male,afinogenov-mashenka_male,5,undirected
turgenev-gde-tonko-tam-i-rvetsja_male,chekhov-chaika_male,1,undirected
turgenev-gde-tonko-tam-i-rvetsja_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,2,undirected
turgenev-gde-tonko-tam-i-rvetsja_male,turgenev-vecher-v-sorrente_male,1,undirected
turgenev-holostjak_fem,ostrovsky-bednaja-nevesta_fem,2,undirected
turgenev-holostjak_fem,turgenev-holostjak_male,3,undirected
turgenev-holostjak_fem,turgenev-mesjats-v-derevne_male,1,undirected
turgenev-holostjak_fem,turgenev-vecher-v-sorrente_fem,1,undirected
turgenev-holostjak_male,mamin-sibirjak-malenkaja-pravda_male,4,undirected
turgenev-holostjak_male,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,3,undirected
turgenev-holostjak_male,turgenev-holostjak_fem,3,undirected
turgenev-holostjak_male,turgenev-mesjats-v-derevne_male,2,undirected
turgenev-holostjak_male,turgenev-nahlebnik_male,5,undirected
turgenev-mesjats-v-derevne_fem,turgenev-gde-tonko-tam-i-rvetsja_fem,4,undirected
turgenev-mesjats-v-derevne_fem,turgenev-mesjats-v-derevne_male,6,undirected
turgenev-mesjats-v-derevne_fem,turgenev-nahlebnik_fem,2,undirected
turgenev-mesjats-v-derevne_fem,turgenev-provintsialka_fem,5,undirected
turgenev-mesjats-v-derevne_fem,turgenev-vecher-v-sorrente_fem,3,undirected
turgenev-mesjats-v-derevne_male,prutkov-blondy_male,3,undirected
turgenev-mesjats-v-derevne_male,turgenev-gde-tonko-tam-i-rvetsja_fem,1,undirected
turgenev-mesjats-v-derevne_male,turgenev-holostjak_fem,1,undirected
turgenev-mesjats-v-derevne_male,turgenev-holostjak_male,2,undirected
turgenev-mesjats-v-derevne_male,turgenev-mesjats-v-derevne_fem,6,undirected
turgenev-mesjats-v-derevne_male,turgenev-provintsialka_fem,1,undirected
turgenev-mesjats-v-derevne_male,turgenev-provintsialka_male,3,undirected
turgenev-mesjats-v-derevne_male,turgenev-vecher-v-sorrente_fem,2,undirected
turgenev-mesjats-v-derevne_male,turgenev-vecher-v-sorrente_male,3,undirected
turgenev-mesjats-v-derevne_male,turgenev-zavtrak-u-predvoditelja_male,4,undirected
turgenev-nahlebnik_fem,prutkov-blondy_fem,1,undirected
turgenev-nahlebnik_fem,turgenev-gde-tonko-tam-i-rvetsja_fem,3,undirected
turgenev-nahlebnik_fem,turgenev-mesjats-v-derevne_fem,2,undirected
turgenev-nahlebnik_fem,turgenev-provintsialka_male,1,undirected
turgenev-nahlebnik_male,ostrovsky-bespridannitsa_male,1,undirected
turgenev-nahlebnik_male,ostrovsky-les_male,2,undirected
turgenev-nahlebnik_male,turgenev-holostjak_male,5,undirected
turgenev-neostorozhnost_fem,bulgakov-kabala-svjatosh_male,1,undirected
turgenev-neostorozhnost_fem,chekhov-noch-pered-sudom_fem,1,undirected
turgenev-neostorozhnost_fem,knyazhnin-traur_fem,3,undirected
turgenev-neostorozhnost_fem,pushkin-kamenniy-gost_fem,1,undirected
turgenev-neostorozhnost_fem,turgenev-neostorozhnost_male,6,undirected
turgenev-neostorozhnost_fem,turgenev-provintsialka_fem,2,undirected
turgenev-neostorozhnost_male,afinogenov-mashenka_male,2,undirected
turgenev-neostorozhnost_male,knyazhnin-traur_fem,1,undirected
turgenev-neostorozhnost_male,lermontov-maskarad_male,1,undirected
turgenev-neostorozhnost_male,turgenev-neostorozhnost_fem,6,undirected
turgenev-provintsialka_fem,sollogub-chinovnik_fem,1,undirected
turgenev-provintsialka_fem,turgenev-gde-tonko-tam-i-rvetsja_fem,2,undirected
turgenev-provintsialka_fem,turgenev-mesjats-v-derevne_fem,5,undirected
turgenev-provintsialka_fem,turgenev-mesjats-v-derevne_male,1,undirected
turgenev-provintsialka_fem,turgenev-neostorozhnost_fem,2,undirected
turgenev-provintsialka_fem,turgenev-provintsialka_male,3,undirected
turgenev-provintsialka_male,turgenev-mesjats-v-derevne_male,3,undirected
turgenev-provintsialka_male,turgenev-nahlebnik_fem,1,undirected
turgenev-provintsialka_male,turgenev-provintsialka_fem,3,undirected
turgenev-provintsialka_male,turgenev-zavtrak-u-predvoditelja_male,2,undirected
turgenev-razgovor-na-bolshoj-doroge_male,gogol-zhenitba_fem,2,undirected
turgenev-razgovor-na-bolshoj-doroge_male,ostrovsky-bednost-ne-porok_male,3,undirected
turgenev-razgovor-na-bolshoj-doroge_male,ostrovsky-goryachee-serdce_male,2,undirected
turgenev-razgovor-na-bolshoj-doroge_male,saltykov-shchedrin-smert-pazuhina_male,1,undirected
turgenev-vecher-v-sorrente_fem,turgenev-holostjak_fem,1,undirected
turgenev-vecher-v-sorrente_fem,turgenev-mesjats-v-derevne_fem,3,undirected
turgenev-vecher-v-sorrente_fem,turgenev-mesjats-v-derevne_male,2,undirected
turgenev-vecher-v-sorrente_male,afinogenov-mashenka_male,2,undirected
turgenev-vecher-v-sorrente_male,turgenev-gde-tonko-tam-i-rvetsja_male,1,undirected
turgenev-vecher-v-sorrente_male,turgenev-mesjats-v-derevne_male,3,undirected
turgenev-zavtrak-u-predvoditelja_fem,ostrovsky-bednaja-nevesta_fem,3,undirected
turgenev-zavtrak-u-predvoditelja_fem,ostrovsky-bespridannitsa_fem,1,undirected
turgenev-zavtrak-u-predvoditelja_fem,ostrovsky-bespridannitsa_male,2,undirected
turgenev-zavtrak-u-predvoditelja_male,chekhov-predlozhenie_fem,1,undirected
turgenev-zavtrak-u-predvoditelja_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,1,undirected
turgenev-zavtrak-u-predvoditelja_male,ostrovsky-volki-i-ovtsy_male,3,undirected
turgenev-zavtrak-u-predvoditelja_male,turgenev-mesjats-v-derevne_male,4,undirected
turgenev-zavtrak-u-predvoditelja_male,turgenev-provintsialka_male,2,undirected
zagoskin-blagorodnyj-teatr_fem,pisarev-poezdka-v-kronshtadt_male,1,undirected
zagoskin-blagorodnyj-teatr_fem,shakhovskoy-svoya-semya_fem,2,undirected
zagoskin-blagorodnyj-teatr_fem,zagoskin-blagorodnyj-teatr_male,3,undirected
zagoskin-blagorodnyj-teatr_male,khmelnitsky-svetskiy-sluchay_fem,2,undirected
zagoskin-blagorodnyj-teatr_male,khmelnitsky-svetskiy-sluchay_male,3,undirected
zagoskin-blagorodnyj-teatr_male,khmelnitsky-vozdushnye-zamki_fem,1,undirected
zagoskin-blagorodnyj-teatr_male,kokoshkin-vospitanie_fem,1,undirected
zagoskin-blagorodnyj-teatr_male,pisarev-lukavin_male,2,undirected
zagoskin-blagorodnyj-teatr_male,pisarev-naslednica_male,1,undirected
zagoskin-blagorodnyj-teatr_male,pisarev-poezdka-v-kronshtadt_fem,1,undirected
zagoskin-blagorodnyj-teatr_male,pisarev-poezdka-v-kronshtadt_male,5,undirected
zagoskin-blagorodnyj-teatr_male,shakhovskoy-pustodomy_male,5,undirected
zagoskin-blagorodnyj-teatr_male,shakhovskoy-svoya-semya_male,2,undirected
zagoskin-blagorodnyj-teatr_male,sudovshchikov-neslyhannoe-divo_male,1,undirected
zagoskin-blagorodnyj-teatr_male,zagoskin-blagorodnyj-teatr_fem,3,undirected
